latitude,longitude,lap,altitude,timestamp,heart_rate,cadence,speed
51.80256737396121,-4.960942715406418,1,-16.19999999999999,2023-08-15 19:44:22+00:00,109,,1.93
51.80257240310311,-4.9609846249222755,1,-16.19999999999999,2023-08-15 19:44:23+00:00,110,,2.73
51.80257231928408,-4.961031144484878,1,-15.600000000000023,2023-08-15 19:44:24+00:00,109,,3.2
51.80256234481931,-4.961088141426444,1,-15.0,2023-08-15 19:44:25+00:00,109,,3.83
51.80254591628909,-4.961146144196391,1,0.39999999999997726,2023-08-15 19:44:26+00:00,108,,4.36
51.802528481930494,-4.96121060103178,1,0.0,2023-08-15 19:44:27+00:00,107,51.0,4.78
51.80251054465771,-4.9612735491245985,1,0.0,2023-08-15 19:44:28+00:00,108,51.0,4.78
51.80249277502298,-4.961347309872508,1,-0.19999999999998863,2023-08-15 19:44:29+00:00,107,51.0,5.27
51.80247634649277,-4.961424255743623,1,-0.19999999999998863,2023-08-15 19:44:30+00:00,107,25.0,5.35
51.80246033705771,-4.961505141109228,1,-0.39999999999997726,2023-08-15 19:44:31+00:00,107,0.0,5.44
51.802449356764555,-4.961570100858808,1,-0.8000000000000114,2023-08-15 19:44:32+00:00,108,0.0,4.32
51.802443992346525,-4.961614944040775,1,-1.0,2023-08-15 19:44:33+00:00,109,0.0,2.73
51.80244047194719,-4.961638413369656,1,-1.1999999999999886,2023-08-15 19:44:34+00:00,108,0.0,1.65
51.80243829265237,-4.961675042286515,1,-1.8000000000000114,2023-08-15 19:44:35+00:00,107,0.0,2.16
51.80243535898626,-4.9617144372314215,1,-2.1999999999999886,2023-08-15 19:44:36+00:00,106,0.0,2.68
51.80243108421564,-4.961760202422738,1,-2.6000000000000227,2023-08-15 19:44:37+00:00,105,0.0,3.23
51.80242060683668,-4.961812254041433,1,-3.0,2023-08-15 19:44:38+00:00,104,52.0,3.86
51.802398981526494,-4.961906215175986,1,-3.1999999999999886,2023-08-15 19:44:40+00:00,104,58.0,4.55
51.80238707922399,-4.961947118863463,1,-3.1999999999999886,2023-08-15 19:44:41+00:00,104,70.0,5.0
51.8023691419512,-4.962041079998016,1,-3.3999999999999773,2023-08-15 19:44:42+00:00,105,67.0,5.19
51.80235438980162,-4.962121630087495,1,-3.3999999999999773,2023-08-15 19:44:43+00:00,106,63.0,5.47
51.80233871564269,-4.962204024195671,1,-3.3999999999999773,2023-08-15 19:44:44+00:00,107,63.0,5.71
51.802326226606965,-4.962283316999674,1,-3.3999999999999773,2023-08-15 19:44:45+00:00,108,60.0,5.88
51.80230971425772,-4.962373003363609,1,-3.6000000000000227,2023-08-15 19:44:46+00:00,107,60.0,6.05
51.80230091325939,-4.962449613958597,1,-3.3999999999999773,2023-08-15 19:44:47+00:00,108,65.0,5.83
51.802288088947535,-4.962542988359928,1,-3.6000000000000227,2023-08-15 19:44:48+00:00,109,0.0,6.18
51.80227518081665,-4.962626891210675,1,-3.6000000000000227,2023-08-15 19:44:49+00:00,110,0.0,6.03
51.802265541628,-4.962695622816682,1,-3.6000000000000227,2023-08-15 19:44:50+00:00,111,0.0,5.85
51.802248526364565,-4.962786231189966,1,-3.8000000000000114,2023-08-15 19:44:51+00:00,112,0.0,5.68
51.80224374867976,-4.9628703854978085,1,-3.8000000000000114,2023-08-15 19:44:52+00:00,113,0.0,5.78
51.80223980918527,-4.962926376610994,1,-3.8000000000000114,2023-08-15 19:44:53+00:00,114,0.0,4.51
51.80223897099495,-4.962995275855064,1,-3.8000000000000114,2023-08-15 19:44:54+00:00,115,0.0,4.59
51.80224106647074,-4.963048081845045,1,-3.8000000000000114,2023-08-15 19:44:55+00:00,115,0.0,4.01
51.8022330198437,-4.963100301101804,1,-4.0,2023-08-15 19:44:56+00:00,115,0.0,3.41
51.80223109200597,-4.96315436437726,1,-4.0,2023-08-15 19:44:57+00:00,115,21.0,3.48
51.80223151110113,-4.963201135396957,1,-4.199999999999989,2023-08-15 19:44:58+00:00,114,63.0,3.3
51.80223125964403,-4.963243380188942,1,-4.399999999999977,2023-08-15 19:44:59+00:00,115,85.0,3.23
51.802238300442696,-4.963298700749874,1,-4.399999999999977,2023-08-15 19:45:00+00:00,114,44.0,3.69
51.80224785581231,-4.96336592361331,1,-4.399999999999977,2023-08-15 19:45:01+00:00,115,53.0,4.32
51.80225766263902,-4.9634406901896,1,-4.600000000000023,2023-08-15 19:45:02+00:00,116,59.0,4.95
51.802266128361225,-4.963520402088761,1,-4.600000000000023,2023-08-15 19:45:03+00:00,117,63.0,5.4
51.80227316915989,-4.963605394586921,1,-4.399999999999977,2023-08-15 19:45:04+00:00,117,68.0,5.83
51.802281802520156,-4.963688626885414,1,-4.399999999999977,2023-08-15 19:45:05+00:00,117,74.0,5.83
51.80227819830179,-4.963768254965544,1,-4.399999999999977,2023-08-15 19:45:06+00:00,116,68.0,6.09
51.802284233272076,-4.963873028755188,1,-4.399999999999977,2023-08-15 19:45:07+00:00,117,67.0,6.2
51.80229227989912,-4.9639656487852335,1,-4.399999999999977,2023-08-15 19:45:08+00:00,118,60.0,6.3
51.80230158381164,-4.96405441313982,1,-4.399999999999977,2023-08-15 19:45:09+00:00,119,59.0,6.35
51.80231021717191,-4.964144183322787,1,-4.399999999999977,2023-08-15 19:45:10+00:00,120,0.0,6.35
51.80231910198927,-4.964236384257674,1,-4.399999999999977,2023-08-15 19:45:11+00:00,121,0.0,6.22
51.802329663187265,-4.964328166097403,1,-4.399999999999977,2023-08-15 19:45:12+00:00,120,0.0,6.09
